maturity_date;maturity;forward;theta;rho;phi;rmse_total_variance
2026-05-15;0.0493150684931506;77.19;0.004582538624587963;-0.4;2.0;0.009103279108840347
2026-06-19;0.1452054794520547;77.37;0.011171781926675922;-0.4;2.0;0.005043635856958893
2026-07-17;0.2219178082191781;76.75813511797273;0.016383488170693305;-0.40003867160093537;2.000021532009976;0.007942038234750507
2026-09-18;0.3945205479452054;77.08208420785022;0.028441967720673388;-0.23447607049214356;7.011480871057675;0.013399108207430366
2026-12-18;0.6438356164383562;76.71268054224896;0.04490029437313321;-0.21753354347647003;4.062829775481516;0.0075729405626624655
2027-03-19;0.8931506849315068;77.1355797605815;0.05944712537895145;-0.2619136050690495;4.154058129803734;0.011988053686443033
2027-06-18;1.1424657534246576;76.7215881775207;0.07223665393917783;-0.29020401309111316;3.988986842556329;0.01292595566501894
2027-12-17;1.641095890410959;74.9576437358878;0.09781259701184693;-0.30889689360417516;3.2852016083078848;0.00881257308794477
