portfolio;line;product;underlying;valuation_date;maturity_date;quantity;unit_price;market_value;delta;gamma;vega;theta;rho;dv01;status;warning
Swap;2;Fixed-Float Swap;;2026-02-27;2026-12-31;1.0;10204.081069308711;10204.081069308711;;;;;;-74.6339176357651;OK;"swap price comme PV(receive leg) - PV(pay leg); date de depart absente: supposee egale a la date de valorisation; DV01 swap par bump parallele +1bp de la courbe"
Swap;3;Fixed-Float Swap;;2026-02-27;2027-12-31;1.0;126368.59015168087;126368.59015168087;;;;;;-523.4886857402744;OK;"swap price comme PV(receive leg) - PV(pay leg); date de depart absente: supposee egale a la date de valorisation; DV01 swap par bump parallele +1bp de la courbe"
Swap;4;Fixed-Float Swap;;2026-02-27;2027-12-31;1.0;32294.066715648707;32294.066715648707;;;;;;-76.70656286541634;OK;"swap price comme PV(receive leg) - PV(pay leg); date de depart absente: supposee egale a la date de valorisation; DV01 swap par bump parallele +1bp de la courbe"
Swap;5;Float-Float Swap;;2026-02-27;2032-07-31;1.0;-42361.527585727395;-42361.527585727395;;;;;;-72.2002193647204;OK;"swap price comme PV(receive leg) - PV(pay leg); support float-float via deux BondFloat; date de depart absente: supposee egale a la date de valorisation; DV01 swap par bump parallele +1bp de la courbe"
Swap;6;Fixed-Float Swap;;2026-02-27;2050-12-31;1.0;1269029.7269423264;1269029.7269423264;;;;;;-9377.778439462185;OK;"swap price comme PV(receive leg) - PV(pay leg); date de depart absente: supposee egale a la date de valorisation; DV01 swap par bump parallele +1bp de la courbe"
