portfolio;nb_positions;nb_ok;nb_errors;nb_warnings;market_value;delta;gamma;vega;theta;rho;dv01
Options;6;6;0;6;2399385.823362252;38054.15883088745;3410.734300048415;-1006388.7619560828;394661.82349109394;179120.48385364533;
