portfolio;underlying;market_value;delta;gamma;vega;theta;rho;dv01;nb_positions;nb_errors
Options;TTE;2399385.8233622527;38054.15883088745;3410.734300048415;-1006388.7619560828;394661.82349109394;179120.48385364533;;6;0
