portfolio;nb_positions;nb_ok;nb_errors;nb_warnings;market_value;delta;gamma;vega;theta;rho;dv01
Options;6;6;0;6;7132281.113181199;39691.7890937082;-1094.7667204961476;-691658.8069060836;205105.13850654336;1840194.7035331044;
