portfolio;underlying;market_value;delta;gamma;vega;theta;rho;dv01;nb_positions;nb_errors
Options;AAPL;7132281.1131812;39691.7890937082;-1094.7667204961476;-691658.8069060836;205105.13850654336;1840194.7035331044;;6;0
