portfolio;underlying;market_value;delta;gamma;vega;theta;rho;dv01;nb_positions;nb_errors
Options;AAPL;7425755.987780924;40561.629414755276;805.102484687262;82192.95466441475;1218187.0005543528;444890.52693631174;;6;0
