maturity;strike;local_vol;error
0.0904109589041095;225.0;0.719849903934283;
0.0904109589041095;234.71428571428572;0.6752627391537253;
0.0904109589041095;244.42857142857142;0.6338605616262011;
0.0904109589041095;254.1428571428571;0.5952569558462592;
0.0904109589041095;263.85714285714283;0.5591259305493371;
0.0904109589041095;273.57142857142856;0.5251913685214483;
0.0904109589041095;283.2857142857142;0.49321914904313674;
0.0904109589041095;292.99999999999994;0.46301139403813085;
0.0904109589041095;302.71428571428567;0.43440261591840046;
0.0904109589041095;312.4285714285714;0.4072576795320322;
0.0904109589041095;322.1428571428571;0.38147165889689816;
0.0904109589041095;331.8571428571428;0.3569718244894396;
0.0904109589041095;341.5714285714285;0.3337221301081792;
0.0904109589041095;351.2857142857142;0.3117306112127299;
0.0904109589041095;360.9999999999999;0.29105990903453816;
0.0904109589041095;370.7142857142856;0.27184037050734294;
0.0904109589041095;380.42857142857133;0.2542833077999194;
0.0904109589041095;390.14285714285705;0.23868843648420146;
0.0904109589041095;399.8571428571428;0.2254344344349168;
0.0904109589041095;409.57142857142844;0.21493793851593052;
0.0904109589041095;419.28571428571416;0.20757173510139482;
0.0904109589041095;428.9999999999999;0.2035554142446623;
0.0904109589041095;438.71428571428555;0.20286394493349358;
0.0904109589041095;448.4285714285713;0.20520899572000126;
0.0904109589041095;458.142857142857;0.21010940635941358;
0.0904109589041095;467.8571428571427;0.21701041973849158;
0.0904109589041095;477.57142857142844;0.2253915614890229;
0.0904109589041095;487.2857142857141;0.2348289766364688;
0.0904109589041095;496.99999999999983;0.24501278509512844;
0.0904109589041095;506.71428571428555;0.25573665508401633;
0.0904109589041095;516.4285714285712;0.26687635649685987;
0.0904109589041095;526.1428571428569;0.2783674886731819;
0.0904109589041095;535.8571428571427;0.290186761356791;
0.0904109589041095;545.5714285714284;0.30233784018247106;
0.0904109589041095;555.2857142857141;0.31484130060441023;
0.0904109589041095;564.9999999999998;0.32772780328121676;
0.0904109589041095;574.7142857142856;0.3410336215445139;
0.0904109589041095;584.4285714285712;0.3547978145336381;
0.0904109589041095;594.1428571428569;0.36906051878774815;
0.0904109589041095;603.8571428571427;0.3838619823815505;
0.0904109589041095;613.5714285714283;0.3992420808414871;
0.0904109589041095;623.285714285714;0.4152401372531562;
0.0904109589041095;632.9999999999998;0.43189492751455366;
0.0904109589041095;642.7142857142854;0.4492447920101288;
0.0904109589041095;652.4285714285711;0.46732780265070134;
0.0904109589041095;662.1428571428569;0.4861819528359458;
0.0904109589041095;671.8571428571425;0.5058453505118593;
0.0904109589041095;681.5714285714282;0.5263564026663679;
0.0904109589041095;691.285714285714;0.5477539851670431;
0.0904109589041095;700.9999999999997;0.5700775952194349;
0.14794520547945195;225.0;0.0;
0.14794520547945195;234.71428571428572;0.0;
0.14794520547945195;244.42857142857142;0.0;
0.14794520547945195;254.1428571428571;0.0;
0.14794520547945195;263.85714285714283;0.0;
0.14794520547945195;273.57142857142856;0.0;
0.14794520547945195;283.2857142857142;0.0;
0.14794520547945195;292.99999999999994;0.14544223517746624;
0.14794520547945195;302.71428571428567;0.20056194299952748;
0.14794520547945195;312.4285714285714;0.23772219035757503;
0.14794520547945195;322.1428571428571;0.2645940124140172;
0.14794520547945195;331.8571428571428;0.284136990966863;
0.14794520547945195;341.5714285714285;0.2978754718899149;
0.14794520547945195;351.2857142857142;0.3067467972454273;
0.14794520547945195;360.9999999999999;0.3114307106628805;
0.14794520547945195;370.7142857142856;0.31251561996932775;
0.14794520547945195;380.42857142857133;0.31059796756985414;
0.14794520547945195;390.14285714285705;0.3063401499058002;
0.14794520547945195;399.8571428571428;0.3004846488820976;
0.14794520547945195;409.57142857142844;0.29381158815078606;
0.14794520547945195;419.28571428571416;0.2870342508157893;
0.14794520547945195;428.9999999999999;0.2806546819381875;
0.14794520547945195;438.71428571428555;0.27483576995211667;
0.14794520547945195;448.4285714285713;0.2693543498703317;
0.14794520547945195;458.142857142857;0.263660475723261;
0.14794520547945195;467.8571428571427;0.25700612577463927;
0.14794520547945195;477.57142857142844;0.2485730462696433;
0.14794520547945195;487.2857142857141;0.23754212166593672;
0.14794520547945195;496.99999999999983;0.22307649497317994;
0.14794520547945195;506.71428571428555;0.20419683958736887;
0.14794520547945195;516.4285714285712;0.17946586541497567;
0.14794520547945195;526.1428571428569;0.1460963276768003;
0.14794520547945195;535.8571428571427;0.0958855532096409;
0.14794520547945195;545.5714285714284;0.0;
0.14794520547945195;555.2857142857141;0.0;
0.14794520547945195;564.9999999999998;0.0;
0.14794520547945195;574.7142857142856;0.0;
0.14794520547945195;584.4285714285712;0.0;
0.14794520547945195;594.1428571428569;0.0;
0.14794520547945195;603.8571428571427;0.0;
0.14794520547945195;613.5714285714283;0.0;
0.14794520547945195;623.285714285714;0.0;
0.14794520547945195;632.9999999999998;0.0;
0.14794520547945195;642.7142857142854;0.0;
0.14794520547945195;652.4285714285711;0.0;
0.14794520547945195;662.1428571428569;0.0;
0.14794520547945195;671.8571428571425;0.0;
0.14794520547945195;681.5714285714282;0.0;
0.14794520547945195;691.285714285714;0.0;
0.14794520547945195;700.9999999999997;0.0;
0.20547945205479443;225.0;0.0;
0.20547945205479443;234.71428571428572;0.0;
0.20547945205479443;244.42857142857142;0.0;
0.20547945205479443;254.1428571428571;0.0;
0.20547945205479443;263.85714285714283;0.0;
0.20547945205479443;273.57142857142856;0.0;
0.20547945205479443;283.2857142857142;0.0;
0.20547945205479443;292.99999999999994;0.12268936628615665;
0.20547945205479443;302.71428571428567;0.17236438458893225;
0.20547945205479443;312.4285714285714;0.20666218877195797;
0.20547945205479443;322.1428571428571;0.2326255666676264;
0.20547945205479443;331.8571428571428;0.25293987979696886;
0.20547945205479443;341.5714285714285;0.2689691135124217;
0.20547945205479443;351.2857142857142;0.2815073453432274;
0.20547945205479443;360.9999999999999;0.29105243666969344;
0.20547945205479443;370.7142857142856;0.2979309059366145;
0.20547945205479443;380.42857142857133;0.3023667232784407;
0.20547945205479443;390.14285714285705;0.3045269342350955;
0.20547945205479443;399.8571428571428;0.3045555335664173;
0.20547945205479443;409.57142857142844;0.3025954043268147;
0.20547945205479443;419.28571428571416;0.2987917067304023;
0.20547945205479443;428.9999999999999;0.29327296958217974;
0.20547945205479443;438.71428571428555;0.2861201922060793;
0.20547945205479443;448.4285714285713;0.2773466987363996;
0.20547945205479443;458.142857142857;0.2669031104104872;
0.20547945205479443;467.8571428571427;0.254696827766876;
0.20547945205479443;477.57142857142844;0.24060120731673132;
0.20547945205479443;487.2857142857141;0.22443683975194348;
0.20547945205479443;496.99999999999983;0.20591745233448652;
0.20547945205479443;506.71428571428555;0.18454380237177662;
0.20547945205479443;516.4285714285712;0.15937622838640764;
0.20547945205479443;526.1428571428569;0.12840121714738909;
0.20547945205479443;535.8571428571427;0.08574995856310218;
0.20547945205479443;545.5714285714284;0.0;
0.20547945205479443;555.2857142857141;0.0;
0.20547945205479443;564.9999999999998;0.0;
