optionSymbol;underlying;expiration;side;strike;firstTraded;dte;updated;bid;bidSize;mid;ask;askSize;last;openInterest;volume;inTheMoney;intrinsicValue;extrinsicValue;underlyingPrice;iv;delta;gamma;theta;vega;ticker;date
MSFT260320C00175000;MSFT;1774036800;call;175.0;1744119000;14;1772830800;232.5;1;234.3;236.1;1;220.0;13;0;True;233.96;0.34;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00180000;MSFT;1774036800;call;180.0;1744119000;14;1772830800;227.55;1;229.35;231.15;1;219.0;9;0;True;228.96;0.39;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00185000;MSFT;1774036800;call;185.0;1744119000;14;1772830800;222.4;1;224.275;226.15;1;214.05;0;0;True;223.96;0.315;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00190000;MSFT;1774036800;call;190.0;1743514200;14;1772830800;217.35;1;219.25;221.15;1;211.3;18;0;True;218.96;0.29;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00195000;MSFT;1774036800;call;195.0;1741185000;14;1772830800;212.5;1;214.325;216.15;60;237.0;0;0;True;213.96;0.365;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00200000;MSFT;1774036800;call;200.0;1741185000;14;1772830800;207.6;1;209.375;211.15;1;195.5;9;0;True;208.96;0.415;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00210000;MSFT;1774036800;call;210.0;1738333800;14;1772830800;197.55;1;199.35;201.15;1;178.63;3;0;True;198.96;0.39;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00220000;MSFT;1774036800;call;220.0;1738074600;14;1772830800;187.45;1;189.325;191.2;60;173.4;0;0;True;188.96;0.365;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00230000;MSFT;1774036800;call;230.0;1737729000;14;1772830800;177.55;1;179.375;181.2;1;256.73;3;0;True;178.96;0.415;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00240000;MSFT;1774036800;call;240.0;1737729000;14;1772830800;167.6;1;169.4;171.2;1;185.49;32;0;True;168.96;0.44;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00250000;MSFT;1774036800;call;250.0;1737729000;14;1772830800;157.65;1;159.45;161.25;1;133.8;30;0;True;158.96;0.49;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00260000;MSFT;1774036800;call;260.0;1737729000;14;1772830800;147.6;1;149.425;151.25;61;152.06;25;2;True;148.96;0.465;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00270000;MSFT;1774036800;call;270.0;1737729000;14;1772830800;137.65;1;139.45;141.25;61;136.02;37;0;True;138.96;0.49;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00280000;MSFT;1774036800;call;280.0;1737729000;14;1772830800;127.7;1;129.5;131.3;1;107.5;78;0;True;128.96;0.54;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00290000;MSFT;1774036800;call;290.0;1737729000;14;1772830800;117.85;8;119.575;121.3;66;105.45;32;0;True;118.96;0.615;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00300000;MSFT;1774036800;call;300.0;1737729000;14;1772830800;107.55;2;109.45;111.35;65;107.27;309;0;True;108.96;0.49;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00310000;MSFT;1774036800;call;310.0;1737729000;14;1772830800;97.95;22;99.675;101.4;81;77.3;42;0;True;98.96;0.715;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00315000;MSFT;1774036800;call;315.0;1770388200;14;1772830800;93.0;20;94.7;96.4;66;84.0;1;0;True;93.96;0.74;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00320000;MSFT;1774036800;call;320.0;1737729000;14;1772830800;88.0;25;89.725;91.45;148;89.03;117;0;True;88.96;0.765;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00325000;MSFT;1774036800;call;325.0;1770388200;14;1772830800;83.05;16;84.775;86.5;71;68.1;2;0;True;83.96;0.815;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00330000;MSFT;1774036800;call;330.0;1737729000;14;1772830800;78.1;25;79.825;81.55;66;81.42;86;0;True;78.96;0.865;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00335000;MSFT;1774036800;call;335.0;1770388200;14;1772830800;73.15;24;74.9;76.65;65;75.35;43;0;True;73.96;0.94;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00340000;MSFT;1774036800;call;340.0;1737729000;14;1772830800;68.3;25;70.025;71.75;97;70.6;106;2;True;68.96;1.065;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00345000;MSFT;1774036800;call;345.0;1770301800;14;1772830800;63.4;42;64.95;66.5;42;64.9;117;63;True;63.96;0.99;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00350000;MSFT;1774036800;call;350.0;1737729000;14;1772830800;59.05;62;60.225;61.4;67;60.0;813;12;True;58.96;1.265;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00355000;MSFT;1774036800;call;355.0;1769092200;14;1772830800;53.6;25;54.825;56.05;22;55.45;124;2;True;53.96;0.865;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00360000;MSFT;1774036800;call;360.0;1737729000;14;1772830800;49.1;4;50.8;52.5;75;52.01;346;47;True;48.96;1.84;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00365000;MSFT;1774036800;call;365.0;1767709800;14;1772830800;44.7;35;46.1;47.5;76;46.42;181;2;True;43.96;2.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00370000;MSFT;1774036800;call;370.0;1737729000;14;1772830800;40.55;25;41.4;42.25;8;41.9;572;4;True;38.96;2.44;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00372500;MSFT;1774036800;call;372.5;1771857000;14;1772830800;37.95;25;39.425;40.9;84;39.05;189;17;True;36.46;2.965;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00375000;MSFT;1774036800;call;375.0;1767364200;14;1772830800;34.85;25;36.6;38.35;84;36.5;213;60;True;33.96;2.64;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00377500;MSFT;1774036800;call;377.5;1771857000;14;1772830800;33.25;53;33.975;34.7;2;34.6;327;20;True;31.46;2.515;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00380000;MSFT;1774036800;call;380.0;1737729000;14;1772830800;31.4;32;32.375;33.35;35;34.0;1068;10;True;28.96;3.415;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00382500;MSFT;1774036800;call;382.5;1771857000;14;1772830800;29.65;27;30.325;31.0;26;30.05;179;0;True;26.46;3.865;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00385000;MSFT;1774036800;call;385.0;1767364200;14;1772830800;27.6;20;28.05;28.5;25;28.7;964;11;True;23.96;4.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00387500;MSFT;1774036800;call;387.5;1771857000;14;1772830800;25.55;2;25.8;26.05;11;26.64;409;32;True;21.46;4.34;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00390000;MSFT;1774036800;call;390.0;1737729000;14;1772830800;23.55;20;23.75;23.95;5;23.89;3906;127;True;18.96;4.79;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00392500;MSFT;1774036800;call;392.5;1771857000;14;1772830800;21.65;2;21.8;21.95;1;22.05;1424;14;True;16.46;5.34;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00395000;MSFT;1774036800;call;395.0;1767364200;14;1772830800;19.75;2;19.9;20.05;2;20.63;2849;112;True;13.96;5.94;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00397500;MSFT;1774036800;call;397.5;1771857000;14;1772830800;17.9;1;18.05;18.2;3;18.95;769;38;True;11.46;6.59;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00400000;MSFT;1774036800;call;400.0;1737729000;14;1772830800;16.15;3;16.275;16.4;44;16.3;8879;1868;True;8.96;7.315;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00402500;MSFT;1774036800;call;402.5;1771857000;14;1772830800;14.45;2;14.575;14.7;8;14.65;659;80;True;6.46;8.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00405000;MSFT;1774036800;call;405.0;1753104600;14;1772830800;12.85;2;12.975;13.1;12;13.05;4421;946;True;3.96;9.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00407500;MSFT;1774036800;call;407.5;1771857000;14;1772830800;11.35;2;11.45;11.55;7;11.4;641;227;True;1.46;9.99;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00410000;MSFT;1774036800;call;410.0;1737729000;14;1772830800;9.95;2;10.05;10.15;44;10.03;8265;2249;False;0.0;10.05;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00412500;MSFT;1774036800;call;412.5;1771857000;14;1772830800;8.6;3;8.7;8.8;4;8.7;822;1174;False;0.0;8.7;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00415000;MSFT;1774036800;call;415.0;1753104600;14;1772830800;7.4;3;7.5;7.6;29;7.55;6841;3428;False;0.0;7.5;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00417500;MSFT;1774036800;call;417.5;1771857000;14;1772830800;6.3;3;6.4;6.5;44;6.45;622;533;False;0.0;6.4;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00420000;MSFT;1774036800;call;420.0;1737729000;14;1772830800;5.3;30;5.4;5.5;66;5.38;13489;4545;False;0.0;5.4;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00422500;MSFT;1774036800;call;422.5;1771857000;14;1772830800;4.4;37;4.5;4.6;16;4.5;1326;681;False;0.0;4.5;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00425000;MSFT;1774036800;call;425.0;1753104600;14;1772830800;3.65;37;3.75;3.85;31;3.74;13277;4559;False;0.0;3.75;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00430000;MSFT;1774036800;call;430.0;1737729000;14;1772830800;2.43;3;2.495;2.56;5;2.52;8793;3730;False;0.0;2.495;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00435000;MSFT;1774036800;call;435.0;1753104600;14;1772830800;1.58;1;1.625;1.67;3;1.62;14539;1582;False;0.0;1.625;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00440000;MSFT;1774036800;call;440.0;1737729000;14;1772830800;0.99;5;1.03;1.07;7;1.04;20660;3779;False;0.0;1.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00445000;MSFT;1774036800;call;445.0;1753104600;14;1772830800;0.62;7;0.65;0.68;7;0.65;6189;653;False;0.0;0.65;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00450000;MSFT;1774036800;call;450.0;1737729000;14;1772830800;0.4;10;0.425;0.45;2;0.42;21823;1763;False;0.0;0.425;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00455000;MSFT;1774036800;call;455.0;1753104600;14;1772830800;0.26;8;0.28;0.3;8;0.3;3539;285;False;0.0;0.28;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00460000;MSFT;1774036800;call;460.0;1737729000;14;1772830800;0.18;11;0.205;0.23;3;0.22;10345;200;False;0.0;0.205;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00465000;MSFT;1774036800;call;465.0;1753104600;14;1772830800;0.13;5;0.145;0.16;8;0.17;5009;218;False;0.0;0.145;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00470000;MSFT;1774036800;call;470.0;1737729000;14;1772830800;0.1;2;0.12;0.14;10;0.13;7450;30;False;0.0;0.12;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00475000;MSFT;1774036800;call;475.0;1753104600;14;1772830800;0.08;15;0.095;0.11;211;0.09;7951;1748;False;0.0;0.095;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00480000;MSFT;1774036800;call;480.0;1737729000;14;1772830800;0.06;22;0.075;0.09;168;0.08;9303;231;False;0.0;0.075;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00485000;MSFT;1774036800;call;485.0;1753104600;14;1772830800;0.04;22;0.06;0.08;73;0.06;15351;282;False;0.0;0.06;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00490000;MSFT;1774036800;call;490.0;1737729000;14;1772830800;0.03;10;0.05;0.07;59;0.06;10222;133;False;0.0;0.05;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00495000;MSFT;1774036800;call;495.0;1753104600;14;1772830800;0.03;25;0.055;0.08;12;0.07;2790;36;False;0.0;0.055;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00500000;MSFT;1774036800;call;500.0;1737729000;14;1772830800;0.03;4;0.045;0.06;71;0.04;21554;261;False;0.0;0.045;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00505000;MSFT;1774036800;call;505.0;1753104600;14;1772830800;0.02;140;0.04;0.06;68;0.06;4032;5;False;0.0;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00510000;MSFT;1774036800;call;510.0;1737729000;14;1772830800;0.02;52;0.04;0.06;5;0.05;7617;28;False;0.0;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00515000;MSFT;1774036800;call;515.0;1753104600;14;1772830800;0.01;67;0.03;0.05;103;0.03;3127;28;False;0.0;0.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00520000;MSFT;1774036800;call;520.0;1737729000;14;1772830800;0.01;6;0.03;0.05;89;0.02;7204;738;False;0.0;0.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00525000;MSFT;1774036800;call;525.0;1753104600;14;1772830800;0.01;16;0.03;0.05;23;0.04;4791;59;False;0.0;0.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00530000;MSFT;1774036800;call;530.0;1737729000;14;1772830800;0.03;5;0.035;0.04;3;0.04;9753;39;False;0.0;0.035;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00535000;MSFT;1774036800;call;535.0;1753104600;14;1772830800;0.0;0;0.13;0.26;36;0.03;5677;76;False;0.0;0.13;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00540000;MSFT;1774036800;call;540.0;1737729000;14;1772830800;0.0;0;0.025;0.05;94;0.02;6892;86;False;0.0;0.025;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00545000;MSFT;1774036800;call;545.0;1753104600;14;1772830800;0.0;0;0.205;0.41;57;0.02;2935;61;False;0.0;0.205;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00550000;MSFT;1774036800;call;550.0;1737729000;14;1772830800;0.02;1;0.045;0.07;83;0.02;6670;62;False;0.0;0.045;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00555000;MSFT;1774036800;call;555.0;1753104600;14;1772830800;0.01;250;0.04;0.07;121;0.03;1447;5;False;0.0;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00560000;MSFT;1774036800;call;560.0;1737729000;14;1772830800;0.0;0;0.025;0.05;1;0.1;5745;2;False;0.0;0.025;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00565000;MSFT;1774036800;call;565.0;1753104600;14;1772830800;0.0;0;0.01;0.02;3;0.03;1951;20;False;0.0;0.01;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00570000;MSFT;1774036800;call;570.0;1737729000;14;1772830800;0.0;0;0.115;0.23;106;0.03;3633;4;False;0.0;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00575000;MSFT;1774036800;call;575.0;1753104600;14;1772830800;0.0;0;0.05;0.1;97;0.02;2677;0;False;0.0;0.05;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00580000;MSFT;1774036800;call;580.0;1737729000;14;1772830800;0.0;0;0.035;0.07;36;0.04;2963;155;False;0.0;0.035;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00585000;MSFT;1774036800;call;585.0;1753104600;14;1772830800;0.0;0;0.25;0.5;186;0.01;909;2;False;0.0;0.25;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00590000;MSFT;1774036800;call;590.0;1737729000;14;1772830800;0.01;1;0.02;0.03;9;0.02;1501;26;False;0.0;0.02;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00595000;MSFT;1774036800;call;595.0;1753104600;14;1772830800;0.01;84;0.13;0.25;1;0.05;1637;0;False;0.0;0.13;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00600000;MSFT;1774036800;call;600.0;1737729000;14;1772830800;0.0;0;0.005;0.01;13;0.01;6098;89;False;0.0;0.005;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00605000;MSFT;1774036800;call;605.0;1767364200;14;1772830800;0.0;0;0.05;0.1;22;0.03;349;0;False;0.0;0.05;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00610000;MSFT;1774036800;call;610.0;1737729000;14;1772830800;0.0;0;0.03;0.06;5;0.02;4212;21;False;0.0;0.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00620000;MSFT;1774036800;call;620.0;1737729000;14;1772830800;0.0;0;0.005;0.01;1;0.01;2890;0;False;0.0;0.005;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00630000;MSFT;1774036800;call;630.0;1737729000;14;1772830800;0.0;0;0.005;0.01;1;0.01;3258;0;False;0.0;0.005;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00640000;MSFT;1774036800;call;640.0;1737729000;14;1772830800;0.0;0;0.005;0.01;1;0.02;2690;0;False;0.0;0.005;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00650000;MSFT;1774036800;call;650.0;1737729000;14;1772830800;0.0;0;0.025;0.05;1;0.01;2845;0;False;0.0;0.025;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00660000;MSFT;1774036800;call;660.0;1737729000;14;1772830800;0.0;0;0.115;0.23;1;0.01;2314;0;False;0.0;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00680000;MSFT;1774036800;call;680.0;1747747800;14;1772830800;0.0;0;0.025;0.05;125;0.05;2591;0;False;0.0;0.025;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00700000;MSFT;1774036800;call;700.0;1751981400;14;1772830800;0.0;0;0.005;0.01;41;0.01;1779;0;False;0.0;0.005;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00720000;MSFT;1774036800;call;720.0;1753104600;14;1772830800;0.0;0;0.01;0.02;1;0.01;951;0;False;0.0;0.01;408.96;;;;;;MSFT;2026-03-06
MSFT260320C00740000;MSFT;1774036800;call;740.0;1754055000;14;1772830800;0.0;0;0.005;0.01;12;0.01;3067;0;False;0.0;0.005;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00175000;MSFT;1774036800;put;175.0;1744119000;14;1772830800;0.0;0;0.035;0.07;15;0.01;283;0;False;0.0;0.035;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00180000;MSFT;1774036800;put;180.0;1744119000;14;1772830800;0.0;0;1.065;2.13;82;0.01;47;0;False;0.0;1.065;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00185000;MSFT;1774036800;put;185.0;1744119000;14;1772830800;0.0;0;0.05;0.1;15;0.1;39;0;False;0.0;0.05;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00190000;MSFT;1774036800;put;190.0;1743514200;14;1772830800;0.0;0;0.88;1.76;60;0.03;53;0;False;0.0;0.88;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00195000;MSFT;1774036800;put;195.0;1741185000;14;1772830800;0.0;0;0.88;1.76;60;0.01;614;0;False;0.0;0.88;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00200000;MSFT;1774036800;put;200.0;1741185000;14;1772830800;0.0;0;0.01;0.02;1;0.01;403;0;False;0.0;0.01;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00210000;MSFT;1774036800;put;210.0;1738333800;14;1772830800;0.0;0;0.015;0.03;1;0.03;347;0;False;0.0;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00220000;MSFT;1774036800;put;220.0;1738074600;14;1772830800;0.0;0;0.02;0.04;1;0.01;238;0;False;0.0;0.02;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00230000;MSFT;1774036800;put;230.0;1737729000;14;1772830800;0.0;0;0.225;0.45;50;0.01;546;1;False;0.0;0.225;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00240000;MSFT;1774036800;put;240.0;1737729000;14;1772830800;0.0;0;0.065;0.13;1;0.01;91;0;False;0.0;0.065;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00250000;MSFT;1774036800;put;250.0;1737729000;14;1772830800;0.0;0;0.5;1.0;100;0.01;1623;13;False;0.0;0.5;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00260000;MSFT;1774036800;put;260.0;1737729000;14;1772830800;0.0;0;0.08;0.16;62;0.01;1133;17;False;0.0;0.08;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00270000;MSFT;1774036800;put;270.0;1737729000;14;1772830800;0.01;99;0.03;0.05;5;0.01;479;1;False;0.0;0.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00280000;MSFT;1774036800;put;280.0;1737729000;14;1772830800;0.01;5;0.03;0.05;5;0.05;2095;80;False;0.0;0.03;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00290000;MSFT;1774036800;put;290.0;1737729000;14;1772830800;0.01;1;0.12;0.23;122;0.04;1498;17;False;0.0;0.12;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00300000;MSFT;1774036800;put;300.0;1737729000;14;1772830800;0.02;30;0.04;0.06;83;0.03;2206;89;False;0.0;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00310000;MSFT;1774036800;put;310.0;1737729000;14;1772830800;0.04;139;0.055;0.07;48;0.05;1041;12;False;0.0;0.055;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00315000;MSFT;1774036800;put;315.0;1770388200;14;1772830800;0.07;32;0.09;0.11;32;0.07;399;11;False;0.0;0.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00320000;MSFT;1774036800;put;320.0;1737729000;14;1772830800;0.09;49;0.115;0.14;33;0.09;1961;49;False;0.0;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00325000;MSFT;1774036800;put;325.0;1770388200;14;1772830800;0.13;37;0.15;0.17;86;0.15;592;24;False;0.0;0.15;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00330000;MSFT;1774036800;put;330.0;1737729000;14;1772830800;0.18;12;0.205;0.23;11;0.18;8239;66;False;0.0;0.205;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00335000;MSFT;1774036800;put;335.0;1770388200;14;1772830800;0.24;12;0.265;0.29;1;0.26;702;19;False;0.0;0.265;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00340000;MSFT;1774036800;put;340.0;1737729000;14;1772830800;0.33;25;0.355;0.38;5;0.34;4091;174;False;0.0;0.355;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00345000;MSFT;1774036800;put;345.0;1770301800;14;1772830800;0.45;4;0.48;0.51;2;0.44;1217;54;False;0.0;0.48;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00350000;MSFT;1774036800;put;350.0;1737729000;14;1772830800;0.61;49;0.635;0.66;1;0.61;19052;281;False;0.0;0.635;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00355000;MSFT;1774036800;put;355.0;1769092200;14;1772830800;0.79;10;0.83;0.87;2;0.77;3290;115;False;0.0;0.83;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00360000;MSFT;1774036800;put;360.0;1737729000;14;1772830800;1.04;1;1.075;1.11;2;1.04;4400;381;False;0.0;1.075;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00365000;MSFT;1774036800;put;365.0;1767709800;14;1772830800;1.34;1;1.38;1.42;2;1.29;5629;406;False;0.0;1.38;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00370000;MSFT;1774036800;put;370.0;1737729000;14;1772830800;1.7;38;1.825;1.95;1;1.63;8455;489;False;0.0;1.825;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00372500;MSFT;1774036800;put;372.5;1771857000;14;1772830800;1.93;10;1.99;2.05;1;1.92;715;321;False;0.0;1.99;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00375000;MSFT;1774036800;put;375.0;1767364200;14;1772830800;2.17;38;2.22;2.27;38;2.2;4285;686;False;0.0;2.22;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00377500;MSFT;1774036800;put;377.5;1771857000;14;1772830800;2.45;10;2.515;2.58;2;2.36;715;109;False;0.0;2.515;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00380000;MSFT;1774036800;put;380.0;1737729000;14;1772830800;2.76;25;2.805;2.85;1;2.74;17755;1431;False;0.0;2.805;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00382500;MSFT;1774036800;put;382.5;1771857000;14;1772830800;3.1;41;3.175;3.25;40;3.05;1003;471;False;0.0;3.175;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00385000;MSFT;1774036800;put;385.0;1767364200;14;1772830800;3.45;36;3.525;3.6;10;3.45;3929;2521;False;0.0;3.525;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00387500;MSFT;1774036800;put;387.5;1771857000;14;1772830800;3.9;66;3.975;4.05;40;3.95;1649;271;False;0.0;3.975;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00390000;MSFT;1774036800;put;390.0;1737729000;14;1772830800;4.35;62;4.425;4.5;3;4.3;12238;2975;False;0.0;4.425;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00392500;MSFT;1774036800;put;392.5;1771857000;14;1772830800;4.9;5;4.975;5.05;30;4.88;1271;1222;False;0.0;4.975;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00395000;MSFT;1774036800;put;395.0;1767364200;14;1772830800;5.45;81;5.55;5.65;30;5.45;5766;729;False;0.0;5.55;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00397500;MSFT;1774036800;put;397.5;1771857000;14;1772830800;6.1;35;6.225;6.35;37;6.1;441;457;False;0.0;6.225;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00400000;MSFT;1774036800;put;400.0;1737729000;14;1772830800;6.8;37;6.925;7.05;37;6.8;12470;2020;False;0.0;6.925;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00402500;MSFT;1774036800;put;402.5;1771857000;14;1772830800;7.65;4;7.75;7.85;12;7.7;818;559;False;0.0;7.75;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00405000;MSFT;1774036800;put;405.0;1753104600;14;1772830800;8.55;12;8.625;8.7;2;8.46;6174;1262;False;0.0;8.625;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00407500;MSFT;1774036800;put;407.5;1771857000;14;1772830800;9.5;12;9.625;9.75;34;9.5;532;805;False;0.0;9.625;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00410000;MSFT;1774036800;put;410.0;1737729000;14;1772830800;10.55;25;10.675;10.8;3;10.62;6591;1649;True;1.04;9.635;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00412500;MSFT;1774036800;put;412.5;1771857000;14;1772830800;11.8;2;11.9;12.0;2;11.55;431;258;True;3.54;8.36;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00415000;MSFT;1774036800;put;415.0;1753104600;14;1772830800;13.05;17;13.175;13.3;2;12.75;2468;192;True;6.04;7.135;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00417500;MSFT;1774036800;put;417.5;1771857000;14;1772830800;14.5;4;14.6;14.7;1;14.35;40;48;True;8.54;6.06;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00420000;MSFT;1774036800;put;420.0;1737729000;14;1772830800;15.95;8;16.1;16.25;2;15.45;7844;162;True;11.04;5.06;408.96;;;;;;MSFT;2026-03-06
