portfolio;underlying;market_value;delta;gamma;vega;theta;rho;dv01;nb_positions;nb_errors
Options;AAPL;7376745.316495568;45298.935850071444;-1750.8059472123305;-5278815.969161524;1455017.6193215442;1543849.5239161272;;6;0
