portfolio;nb_positions;nb_ok;nb_errors;nb_warnings;market_value;delta;gamma;vega;theta;rho;dv01
Options;6;6;0;6;7650947.234200436;36712.51446282309;-2047.6732178505647;3850278.0117985317;-3862304.0248906324;-7603112.662563203;
