portfolio;nb_positions;nb_ok;nb_errors;nb_warnings;market_value;delta;gamma;vega;theta;rho;dv01
Options;6;6;0;6;2450175.6201878455;34546.27260940549;-4773.82863536834;-1006388.7619560828;125466.96802071668;183070.05235178582;
