portfolio;underlying;market_value;delta;gamma;vega;theta;rho;dv01;nb_positions;nb_errors
Options;AAPL;8598807.644924471;52963.41867041167;4095.071940989542;-2240873.2843129383;-4676196.794489235;491676.51209152257;;6;0
